Content,manipulations
СБУ готовит химическую катастрофу в Донбассе Распространяется вот такое  сообщение: СБУ: в Донецке есть угроза провокации  от оккупантов - подрыва промышленных емкостей с химическими веществами,['Straw_Men\t0\t33\n']
⚡️ ??  Минобороны России призывает жителей Украины потребовать от властей немедленно вывести тяжелое вооружение из жилых кварталов t.me/RVvoenkor/1678,"['Appeal_to_fear-prejudice\t51\t130\n', 'Appeal_to_Authority\t7\t34\n']"
ПАВЛОПОЛЬ ОДИН ИЗ ОСВОБОЖДЕННЫХ НАСЕЛЕННЫХ ПУКТОВ,[]
"Так выглядит подписка об отказе от участие в боях, которую берут со сложивших оружие украинских военных",[]
"В Мариуполе нацбат «Азов» блокирует эвакуацию мирных жителей - хотят прикрыться ними, как живым щитом. Ещё хотят, чтобы было как можно больше жертв среди гражданского населения - нацистам нужна кровавая картинка. Даже представить не могу, чтобы нам в голову могло прийти такое, и это очень хорошо иллюстрирует разницу между нами и «ними». Жаль, что многие так и не поняли, с кем и с чем мы вступили в схватку восемь лет назад.","['Causal_Oversimplification\t349\t425\n', 'Loaded_Language\t339\t348\n', 'Loaded_Language\t12\t25\n', 'Loaded_Language\t194\t211\n', 'Loaded_Language\t125\t147\n', 'Reductio_ad_hitlerum\t179\t187\n', 'Black-and-White_Fallacy\t324\t337\n', 'Loaded_Language\t63\t101\n']"
"Украинская сторона не предоставляет населению возможность покинуть зону боевых действий по гуманитарным коридорам, заявил Басурин. @rt_russian",['Appeal_to_Authority\t115\t129\n']
В Житомире идет перестрелка,[]
"Власти в Киеве намерены выпустить ""военные облигации"" внутреннего займа на $13,7 млрд",[]
"С уважение отношусь к Лобаеву, но Владислав, если у вас есть вопросы к «прославленным» корреспондентам ВГТРК, обращайтесь. Тем более, уверен, знаете как выйти на связь) Растолкую все. А публичную истерику прекратите. Я же вас не учу делать винтовки. https://t.me/lobaev_vlad/1658","['Loaded_Language\t71\t86\n', 'Loaded_Language\t186\t204\n']"
Власти итальянской столичной области Лацио приостановили сотрудничество с центром им. Гамалеи по вакцине «Спутник V» — газета. @rt_russian,['Appeal_to_Authority\t117\t125\n']
? Говорят что в Харькове. Информация не подтверждена,['Appeal_to_Authority\t2\t9\n']
"18+ Новое видео наезда «Стрелы-10» в Киеве на легковую машину. Инцидент начался с перестрелки на улицах города, сначала атаковали «Урал». На кадрах, которые появились в сети, местные жители называют военных «своими». @rt_russian",['Appeal_to_Authority\t175\t198\n']
"Данные пользователей портала Госуслуг надежно защищены, заявили в Минцифры РФ на фоне кибератак.",[]
По поводу запрета на работу Apple Pay в России,[]
"❗️ Источник РИА Новости в Страсбурге пояснил , что начало процедуры приостановления членства России в Совете Европы распространяется на ее работу в ПАСЕ, Комитете министров иностранных дел (КМСЕ) и ЕСПЧ.",['Appeal_to_Authority\t3\t44\n']
"Прислать фото, видео, координаты нацистов укрорейха и их техники сюда. @Zloyrusskiy_bot Накидайте мне на завтра координат на Калибровку Украины.","['Name_Calling,Labeling\t33\t41\n', 'Name_Calling,Labeling\t42\t51\n']"
"Решение комитета министров Совета Европы о приостановке прав России означает конец существования данной организации, заявила Мария Захарова в эфире Первого канала.","['Flag-Waving\t0\t115\n', 'Exaggeration,Minimisation\t0\t115\n', 'Appeal_to_Authority\t117\t162\n']"
"Запад постарается сохранить в SWIFT российские банки, обслуживающие поставки энергоносителей, чтобы не допустить дефицита топлива на мировых рынках и роста цен на него — Белый дом",[]
❗️ Военная техника России продолжает передвижение по Беларуси. На видео — колонна военной техники с буквой V в Мозыре. Накапливают ударную группу для штурма Киева.,['Appeal_to_fear-prejudice\t119\t162\n']
"The American Jewish Historical Society Hosts Destroy Israel Event
 
 Daniel Greenfield, a Shillman Journalism Fellow at the Freedom Center, is an investigative journalist and writer focusing on the radical left and Islamic terrorism.
 The American Jewish Historical Society was founded to study and preserve Jewish history.
 These days it’s instead partnering with Jewish Voice for Peace: an anti-Israel BDS hate group that defends anti-Semitism and which sponsored talks by an anti-Semite who accused Jews of drinking blood.
 The fruits of the AJHS and JVP partnership have been a series of events attacking Israel.
 Coming up in late October is “The Balfour Declaration: Support for a Jewish Homeland or Jewish State?”
 The two speakers are Robert Herbst, the coordinator of the Westchester chapter of JVP, and Jonathan Kuttab, who advocates a one-state solution for eliminating Israel.
 He had tweeted, ""EU no longer considers #Hamas a terrorist group.
 Time for US to do same.""
 Kuttab has defended Islamic anti-Semitism by claiming that the “distrust Moslems feel towards Jews” is due to “two acts of betrayal by Jewish tribes against the Prophet.” And that Jews suffer from a “Holocaust Syndrome” of entitlement.
 He justified hijacking planes, described suicide bombers as “taking the supreme sacrifice” and defended Hezbollah as “an armed-resistance movement”
 He has claimed that the ""Jewish community gradually consolidated its power, wealth, and influence in all sectors of society"" especially in ""crucial sectors like banking, finance, media” where ""their influence both as individuals and an organized community far exceeded their numbers"" and that their power strengthens “conspiracy theories about ‘Jewish control’ that are reminiscent of the infamous “’Protocols of the Elders of Zion.’”
 Robert Herbst and Jonathan Kuttab are both supporters of a one-state plan for eliminating Israel.
 The American Jewish Historical Society is co-sponsoring a JVP anti-Israel event by two opponents of Israel, one of whom has defended Hamas.
 An organization that hands out the Emma Lazarus Award, named after a passionate Zionist, at its posh dinners is hosting attacks on the existence of Israel.
 The “Jewish Homeland” or “Jewish State” argument is a hook for contending that the Balfour Declaration didn’t endorse Israel, but some sort of Jewish Bantustan within a Muslim country.
 That worked so well for the Christians and Jews of the Middle East.
 The American Jewish Historical Society is not only co-sponsoring a one-state event by an anti-Israel hate group.
 But it’s also hosting it at the Center for Jewish History’s headquarters.
 AJHS is a component of the Center for Jewish History.
 And the partnership between AJHS and JVP sheds light on the controversy over the appointment of David N. Myers, an anti-Israel activist, to head the Center for Jewish History.
 During the Myers controversy, the Center took pains to disassociate Myers and themselves from JVP because a JVP handout had listed him as a “JVP Academic Advisory Board Member.” But in reality the Center, through AJHS, has an ongoing relationship with JVP.
 The Balfour event was not AJHS’ only partnership with JVP.
 In December, the AJHS will feature “Rubble Rubble”, a play by Dan Fishback based on his trip to Israel.
 Fishback is a BDS supporter and a member of the JVP Artists Council.
 His goal is to “normalize Jewish anti-Zionism”.
 AJHS and JVP members get discounted admission.
 The venue is once again the Center for Jewish History.
 Specifically the Leo and Julia Forchheimer Auditorium at CJH.
 Leo Forchheimer’s philanthropy had left its mark on Israel.
 What would he think if he knew the anti-Israel purposes that CJH is putting his gift to?
 A third AJHS-JVP event featured Efrat Yerday, an anti-Israel activist, accusing Israel of racism.
 Efrat has claimed that, ""Zionism does not only dispossess Palestinians, but it also dispossesses in a very sophisticated way, non-white Jews.
 Being Jewish is highly identified with being white because of Zionism.""
 AJHS will claim that it is only offering different perspectives.
 But when it comes to Israel, there’s only one perspective.
 “Balfour” and “Rubble Rubble” are to be part of AJHS’ “1917: How One Year Changed the World”.
 The exhibition is supposed to cover WWI, the Bolshevik Revolution, and the Balfour Declaration.
 But the only Balfour program on the list questions whether Israel should even exist.
 The exhibition closes with Fishback’s anti-Israel agenda.
 And these are the only listed AJHS programs that focus on Israel.
 JVP is also the only organization that AJHS chooses to partner with on political events.
 The American Jewish Historical Society appears to be uninterested in holding any pro-Israel events.
 It’s uninterested in partnering with pro-Israel groups.
 Instead it’s providing a forum for a BDS hate group.
 And it’s no mystery why.
 The AJHS Academic Council is packed with anti-Israel activists.
 Lila Corwin-Berman, the chair of the AJHS Academic Council who also serves on its board of trustees, is a member of the Open Hillel Academic Council.
 Open Hillel seeks to ""open"" the campus group to BDS and other anti-Israel views.
 Berman has defended the anti-Israel hate group IfNotNow, which employs JVP tactics, and condemned efforts to fight BDS.
 She signed a petition in support of BDS activists being allowed to enter Israel.
 Other AJHS Academic Council members who signed the pro-BDS activist petition include Ari Kelman, Riv-Ellen Prell, Deborah Dash Moore, Rachel Kranson, Libby Garland and Kirsten Fermaglich.
 When we look at what is going on in CJH’s components like the AJHS, the elevation of David N. Myers to head CJH is unsurprising.
 Myers is a symptom of the problem.
 As is AJHS’s partnership with JVP.
 A great deal of shocking behavior is taking place inside Jewish organizations whose inner workings most people in the Jewish community generally pay very little attention to.
 Unlike CJH, the American Jewish Historical Society is an organization that dates back to the 19th century.
 Its perversion by the radical anti-Jewish and anti-Israel left to serve anti-Semitic narratives is tragic.
 And yet it’s inescapable.
 Even as the Myers scandal continues to simmer, the AJHS partnership with JVP is making the choice painfully clear.
 The radical anti-Israel left will not be satisfied with embedding “moderate” opposing voices into Jewish organizations.
 Instead it seeks to normalize the furthest extremes of anti-Israel hatred.
 And it will not be satisfied with anything less.
 During the Myers controversy, defenders of his appointment, including some figures named here, claimed that it was an issue of apolitical scholarship.
 Is co-sponsoring events with a hate group that has sponsored talks by a woman who accused Jews of drinking blood also apolitical scholarship?
 The anti-Israel leftists at the AJHS are clearly not leaving their politics at home.
 And support for them and for Myers cannot be distinguished from support for their views.
 Not when JVP is at AJHS.
 We all have choices to make.
 Sometimes the choices are murky.
 Other times they are simple and easy.
 When the American Jewish Historical Society hosts and co-sponsors an event by a BDS hate group attacking the existence of Israel and featuring a speaker who had defended terrorism and anti-Semitism, the choice becomes easy.
 Either you stand with BDS, Hamas, blood libels and those who want to destroy Israel or with Jews.
 As the anti-Israel radicalism of the left grows, such choices will become even more obscenely simple.
 But they will not be any less difficult.
 Opposing the anti-Israel left makes many important enemies and wins few friends.
 The anti-Israel left has built networks that can blacklist, smear and silence almost anyone in an academic field.
 Speaking out against hate is easiest when it’s weakest.
 It’s hardest when it’s strongest.
 When we think about Nazi Germany, we remember those who spoke out.
 We don’t remember those who were too intimidated and uncertain to rise against anti-Semitism when they saw it and heard it.
 History tells us why so many people are afraid to do the right thing when it counts.
 It also tells us how irrelevant history makes them.
 There are lessons here for the Center for Jewish History and the American Jewish Historical Society, for those on the inside who see the corruption of their organizations every day and for those on the outside who are worried about speaking up.
 There are lessons here for all of us.
 If you can’t speak out against the American Jewish Historical Society’s partnership with a hate group linked to a literal blood libels and a speaker who defends Hamas, when will your voice be heard?
 
","['Appeal_to_fear-prejudice\t7337\t7435\n', 'Loaded_Language\t6754\t6784\n', 'Name_Calling,Labeling\t388\t414\n', 'Flag-Waving\t3829\t4015\n', 'Black-and-White_Fallacy\t7337\t7433\n', 'Loaded_Language\t6029\t6043\n', 'Loaded_Language\t6201\t6207\n', 'Repetition\t3752\t3766\n', 'Thought-terminating_Cliches\t7013\t7040\n', 'Loaded_Language\t490\t522\n', 'Loaded_Language\t1173\t1208\n', 'Name_Calling,Labeling\t1313\t1357\n', 'Bandwagon\t899\t972\n']"
